title,price,area,address,floors,bedrooms,description,phan_khu,view,furniture
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.3 tỷ,Diện tích: 69.7 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",11 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 2N phân khu Ruby Vinhomes Ocean Park,Giá: 4.35 tỷ,Diện tích: 64.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",12 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Ruby,Thành phố,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.93 tỷ,Diện tích: 68.9 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",16 tầng,2 phòng ngủ,"Căn hộ view VinUni, nội thất Full đồ",Sapphire,VinUni,Full đồ
Bán gấp căn 3N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.71 tỷ,Diện tích: 81.6 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",27 tầng,3 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Cơ bản",Sapphire,Hồ Ngọc Trai,Cơ bản
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.79 tỷ,Diện tích: 58.0 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",14 tầng,2 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Full đồ",Sapphire,Hồ Ngọc Trai,Full đồ
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 3.55 tỷ,Diện tích: 59.0 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",31 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Zenpark,Nội khu,Full đồ
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.53 tỷ,Diện tích: 36.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",23 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 1N phân khu Pavilion Vinhomes Ocean Park,Giá: 1.41 tỷ,Diện tích: 31.0 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",7 tầng,1 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Pavilion,Thành phố,Cơ bản
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.84 tỷ,Diện tích: 59.6 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",12 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 3N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.47 tỷ,Diện tích: 96.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",30 tầng,3 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Sapphire,Thành phố,Cơ bản
Bán gấp căn 1N phân khu Ruby Vinhomes Ocean Park,Giá: 2.3 tỷ,Diện tích: 44.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",25 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Ruby,Nội khu,Cơ bản
Bán gấp căn 2N phân khu Ruby Vinhomes Ocean Park,Giá: 3.6 tỷ,Diện tích: 68.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",32 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Ruby,Nội khu,Full đồ
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.0 tỷ,Diện tích: 44.7 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",33 tầng,1 phòng ngủ,"Căn hộ view VinUni, nội thất Full đồ",Sapphire,VinUni,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.24 tỷ,Diện tích: 69.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",24 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 1N phân khu Pavilion Vinhomes Ocean Park,Giá: 2.85 tỷ,Diện tích: 40.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",20 tầng,1 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Full đồ",Pavilion,Hồ Ngọc Trai,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.53 tỷ,Diện tích: 61.8 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",28 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 1N phân khu Zenpark Vinhomes Ocean Park,Giá: 1.94 tỷ,Diện tích: 39.1 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",21 tầng,1 phòng ngủ,"Căn hộ view Thành phố, nội thất Trống",Zenpark,Thành phố,Trống
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.22 tỷ,Diện tích: 35.1 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",33 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.45 tỷ,Diện tích: 44.8 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",3 tầng,1 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Cơ bản",Sapphire,Hồ Ngọc Trai,Cơ bản
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.88 tỷ,Diện tích: 66.4 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",7 tầng,2 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Cơ bản",Sapphire,Hồ Ngọc Trai,Cơ bản
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 2.71 tỷ,Diện tích: 55.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",26 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Pavilion,Thành phố,Cơ bản
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.52 tỷ,Diện tích: 40.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",16 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Sapphire,Nội khu,Cơ bản
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 2.45 tỷ,Diện tích: 54.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",33 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Pavilion,Thành phố,Full đồ
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 2.77 tỷ,Diện tích: 54.4 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",21 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Pavilion,Nội khu,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.54 tỷ,Diện tích: 59.8 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",34 tầng,2 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Cơ bản",Sapphire,Hồ Ngọc Trai,Cơ bản
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.13 tỷ,Diện tích: 55.0 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",27 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Sapphire,Nội khu,Cơ bản
Bán gấp căn 3N phân khu Sapphire Vinhomes Ocean Park,Giá: 4.99 tỷ,Diện tích: 89.0 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",20 tầng,3 phòng ngủ,"Căn hộ view VinUni, nội thất Full đồ",Sapphire,VinUni,Full đồ
Bán gấp căn 1N phân khu Zenpark Vinhomes Ocean Park,Giá: 2.27 tỷ,Diện tích: 40.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",16 tầng,1 phòng ngủ,"Căn hộ view Thành phố, nội thất Trống",Zenpark,Thành phố,Trống
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 2.8 tỷ,Diện tích: 57.8 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",26 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Pavilion,Nội khu,Cơ bản
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 3.33 tỷ,Diện tích: 66.4 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",9 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Trống",Pavilion,Nội khu,Trống
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.18 tỷ,Diện tích: 62.7 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",14 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 3.0 tỷ,Diện tích: 65.4 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",34 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Pavilion,Nội khu,Cơ bản
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.8 tỷ,Diện tích: 58.6 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",20 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Sapphire,Thành phố,Cơ bản
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.85 tỷ,Diện tích: 41.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",25 tầng,1 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Sapphire,Thành phố,Cơ bản
Bán gấp căn 2N phân khu Ruby Vinhomes Ocean Park,Giá: 3.0 tỷ,Diện tích: 56.4 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",28 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Ruby,Thành phố,Full đồ
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 2.62 tỷ,Diện tích: 56.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",17 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Pavilion,Thành phố,Cơ bản
Bán gấp căn 1N phân khu Ruby Vinhomes Ocean Park,Giá: 2.12 tỷ,Diện tích: 35.6 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",4 tầng,1 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Trống",Ruby,Hồ Ngọc Trai,Trống
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.32 tỷ,Diện tích: 59.4 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",26 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Sapphire,Nội khu,Cơ bản
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.61 tỷ,Diện tích: 35.9 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",15 tầng,1 phòng ngủ,"Căn hộ view VinUni, nội thất Trống",Sapphire,VinUni,Trống
Bán gấp căn 3N phân khu Sapphire Vinhomes Ocean Park,Giá: 4.36 tỷ,Diện tích: 90.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",9 tầng,3 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 2.98 tỷ,Diện tích: 63.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",4 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Trống",Pavilion,Nội khu,Trống
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.68 tỷ,Diện tích: 63.7 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",14 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Sapphire,Thành phố,Cơ bản
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.28 tỷ,Diện tích: 57.9 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",24 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 2.45 tỷ,Diện tích: 56.8 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",27 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Pavilion,Nội khu,Cơ bản
Bán gấp căn 1N phân khu Zenpark Vinhomes Ocean Park,Giá: 2.2 tỷ,Diện tích: 37.6 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",15 tầng,1 phòng ngủ,"Căn hộ view Thành phố, nội thất Trống",Zenpark,Thành phố,Trống
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.15 tỷ,Diện tích: 62.1 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",23 tầng,2 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Cơ bản",Sapphire,Hồ Ngọc Trai,Cơ bản
Bán gấp căn 3N phân khu Zenpark Vinhomes Ocean Park,Giá: 3.74 tỷ,Diện tích: 75.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",27 tầng,3 phòng ngủ,"Căn hộ view Thành phố, nội thất Trống",Zenpark,Thành phố,Trống
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 2.78 tỷ,Diện tích: 61.7 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",4 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Trống",Zenpark,Nội khu,Trống
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.72 tỷ,Diện tích: 39.4 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",28 tầng,1 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Sapphire,Thành phố,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.0 tỷ,Diện tích: 69.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",35 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 3N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.01 tỷ,Diện tích: 84.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",4 tầng,3 phòng ngủ,"Căn hộ view Nội khu, nội thất Trống",Sapphire,Nội khu,Trống
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 3.67 tỷ,Diện tích: 59.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",13 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Zenpark,Nội khu,Cơ bản
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 3.4 tỷ,Diện tích: 63.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",33 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Zenpark,Thành phố,Full đồ
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 4.81 tỷ,Diện tích: 69.6 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",8 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Zenpark,Thành phố,Cơ bản
Bán gấp căn 1N phân khu Pavilion Vinhomes Ocean Park,Giá: 1.76 tỷ,Diện tích: 35.9 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",26 tầng,1 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Pavilion,Thành phố,Cơ bản
Bán gấp căn 3N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.91 tỷ,Diện tích: 77.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",14 tầng,3 phòng ngủ,"Căn hộ view Nội khu, nội thất Trống",Sapphire,Nội khu,Trống
Bán gấp căn 1N phân khu Zenpark Vinhomes Ocean Park,Giá: 2.06 tỷ,Diện tích: 39.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",18 tầng,1 phòng ngủ,"Căn hộ view Thành phố, nội thất Trống",Zenpark,Thành phố,Trống
Bán gấp căn 3N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.23 tỷ,Diện tích: 86.8 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",33 tầng,3 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Sapphire,Nội khu,Cơ bản
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.03 tỷ,Diện tích: 57.8 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",24 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Trống",Sapphire,Thành phố,Trống
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.31 tỷ,Diện tích: 66.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",26 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Trống",Sapphire,Nội khu,Trống
Bán gấp căn 3N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.77 tỷ,Diện tích: 97.7 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",15 tầng,3 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Sapphire,Nội khu,Cơ bản
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.83 tỷ,Diện tích: 58.8 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",24 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 4.61 tỷ,Diện tích: 69.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",29 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Zenpark,Nội khu,Full đồ
Bán gấp căn 3N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.34 tỷ,Diện tích: 92.8 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",23 tầng,3 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Sapphire,Thành phố,Cơ bản
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.03 tỷ,Diện tích: 39.0 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",29 tầng,1 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Trống",Sapphire,Hồ Ngọc Trai,Trống
Bán gấp căn 3N phân khu Sapphire Vinhomes Ocean Park,Giá: 4.09 tỷ,Diện tích: 86.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",6 tầng,3 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Sapphire,Thành phố,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.66 tỷ,Diện tích: 67.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",29 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Trống",Sapphire,Nội khu,Trống
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.28 tỷ,Diện tích: 65.8 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",13 tầng,2 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Full đồ",Sapphire,Hồ Ngọc Trai,Full đồ
Bán gấp căn 2N phân khu Ruby Vinhomes Ocean Park,Giá: 2.78 tỷ,Diện tích: 58.6 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",28 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Ruby,Nội khu,Cơ bản
Bán gấp căn 1N phân khu Pavilion Vinhomes Ocean Park,Giá: 2.21 tỷ,Diện tích: 44.1 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",27 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Pavilion,Nội khu,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.45 tỷ,Diện tích: 62.6 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",20 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Sapphire,Thành phố,Cơ bản
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.65 tỷ,Diện tích: 67.7 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",31 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Sapphire,Thành phố,Cơ bản
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.27 tỷ,Diện tích: 31.0 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",9 tầng,1 phòng ngủ,"Căn hộ view Thành phố, nội thất Trống",Sapphire,Thành phố,Trống
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.48 tỷ,Diện tích: 62.1 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",14 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Trống",Sapphire,Thành phố,Trống
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 3.18 tỷ,Diện tích: 57.0 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",26 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Zenpark,Nội khu,Full đồ
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 2.61 tỷ,Diện tích: 56.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",34 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Pavilion,Thành phố,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.74 tỷ,Diện tích: 61.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",11 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Sapphire,Thành phố,Full đồ
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 2.78 tỷ,Diện tích: 56.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",18 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Zenpark,Nội khu,Cơ bản
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.47 tỷ,Diện tích: 58.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",18 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Trống",Sapphire,Thành phố,Trống
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 3.06 tỷ,Diện tích: 62.0 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",7 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Pavilion,Thành phố,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.7 tỷ,Diện tích: 67.9 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",11 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Trống",Sapphire,Nội khu,Trống
Bán gấp căn 3N phân khu Zenpark Vinhomes Ocean Park,Giá: 4.98 tỷ,Diện tích: 78.8 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",4 tầng,3 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Zenpark,Thành phố,Full đồ
Bán gấp căn 2N phân khu Ruby Vinhomes Ocean Park,Giá: 3.27 tỷ,Diện tích: 60.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",35 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Ruby,Nội khu,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.21 tỷ,Diện tích: 62.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",21 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Sapphire,Nội khu,Cơ bản
Bán gấp căn 3N phân khu Sapphire Vinhomes Ocean Park,Giá: 4.67 tỷ,Diện tích: 96.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",12 tầng,3 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.87 tỷ,Diện tích: 69.4 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",35 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Sapphire,Thành phố,Full đồ
Bán gấp căn 3N phân khu Pavilion Vinhomes Ocean Park,Giá: 3.77 tỷ,Diện tích: 77.0 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",26 tầng,3 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Pavilion,Thành phố,Cơ bản
Bán gấp căn 1N phân khu Pavilion Vinhomes Ocean Park,Giá: 1.66 tỷ,Diện tích: 34.7 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",22 tầng,1 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Pavilion,Thành phố,Full đồ
Bán gấp căn 3N phân khu Sapphire Vinhomes Ocean Park,Giá: 4.3 tỷ,Diện tích: 90.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",11 tầng,3 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Sapphire,Thành phố,Full đồ
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 2.75 tỷ,Diện tích: 58.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",3 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Pavilion,Nội khu,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.39 tỷ,Diện tích: 62.4 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",26 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Trống",Sapphire,Thành phố,Trống
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.69 tỷ,Diện tích: 59.4 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",21 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Sapphire,Thành phố,Cơ bản
